client_id	path	sentence	up_votes	down_votes	age	gender	accent
31675111f4850e83c541815504c7fb175ddce10a83ac548d33c91901566bfcd2d2bd414bac1e990c6baaf903f5ee7edcdc0d000824f87341e43251ab1cb74b44	1b5a83dcf6d69c3090c2c135223742ce793b44a2d54c5d26a129ec11bb5fbd3a21f2b939fad24304253c86e0cbcc522012eb19c37fede7b52d2facfde014edb9.mp3	Aeth hi draw i'r siop ac mae hi'n gorfod prynu popeth nawr.	1	0	twenties	female	united_kingdom
38d2d75b85a7cab0ddd7553f1f75b985103889543ebe8ff81683f4726a8af3b3f95fc2088ac85ef06c803445e2dde5709bf5b11c92ce31bc6ba2bee28492cb6d	d2ef29931ab91ffcf55728c5f970523193cc0af3de9f3b228d81692a22aa97a2f238684bf0da0dafb08387895936fad783159f3eb9620d72a97aa8730b809eb1.mp3	"Dw i'n siomedig."	1	0			
dfce5f57364284188f03c43b4c510586221758488161d36495f3b5e6cbbbb2520ed32dc1e2a7a695845e17da71f28284f5ab2991b0855d2dfa97f9fe3b6e20dd	f4af729fa312e0918cf81b28c765ebd2edd5510aca28d28cce7a6dea18a069ca34cdc3e691801819b3b80d7e10380cfe66f407480810912e547aeeddbc13f00f.mp3	"Dw i'n drydanwr."	1	0			
c5fa97ac78cdb7743e13afa61cab6011021b9f8c6b6f42f80499286c9c133fb67e251a5da24e2d9b35b78509a8fc599241db0c44535c835b489839aa5bcea57b	1904f36d21b1c609fb66e8a377fa5e928da2349e58b122b436b46c854a43edbfb35914934445f7d280d624411164ac1854750c15f7586321d5273692a4f9e9b8.mp3	Dydy o ddim yn ddigon da.	1	0			
c5fa97ac78cdb7743e13afa61cab6011021b9f8c6b6f42f80499286c9c133fb67e251a5da24e2d9b35b78509a8fc599241db0c44535c835b489839aa5bcea57b	baa720668b93813de6bb7305a9b2256e495317fcfdbfef8c8fb8c463e52c24f2373fe4fdba2b15c4e143d89e86c2cac44e52b4043d88895c45308bc0c47f2791.mp3	Rydw i'n gorfod mynd i ôl y plant a'u gyrru i'r côr.	1	0			
c5fa97ac78cdb7743e13afa61cab6011021b9f8c6b6f42f80499286c9c133fb67e251a5da24e2d9b35b78509a8fc599241db0c44535c835b489839aa5bcea57b	95d3d144a70290f1f4618b56ed674236ef9e3f8be3a7c5c98a01acaee9a719a1029e9c803804fd13de4c2e4ee9d15e8e16d423aefc2ade4a39999762f464038c.mp3	Rydw i'n deall nad wyt ti'n gallu clywed yn dda ond wyt ti'n gallu gweld y cwpan yn y gornel?	1	0			
c5fa97ac78cdb7743e13afa61cab6011021b9f8c6b6f42f80499286c9c133fb67e251a5da24e2d9b35b78509a8fc599241db0c44535c835b489839aa5bcea57b	aa3b04f78993186d7fbe0d780f41b6938e61a3bcdf35e18f054994ca738fafe671f5c688738e852417abc1684b237fa414c9792c642a3b78820a297c5bf0a098.mp3	Dydw i ddim ar gael bryd hynny ond mae un ar ddeg yn iawn nawr.	1	0			
c5fa97ac78cdb7743e13afa61cab6011021b9f8c6b6f42f80499286c9c133fb67e251a5da24e2d9b35b78509a8fc599241db0c44535c835b489839aa5bcea57b	3518484bfa7bb0666b957078181597c29ea22ae67ccad3464822dd39f7762c5f5812aae0bd4c5c849188eb8a7f4a8b9e069247dbb236104021712f5d04af43c4.mp3	"Mae'n ardderchog!"	1	0			
08ce6287a2098919664d82149a49613bf62899a99c731e0657e6f4f5cafe229fcec89f407d89e8f0a16b2a048521e14bd6a5c763369a1a0d8f30faaa3966b169	dfbd6071d49fd8e9de35f2af19ae7ac7a65ea019c286e88fa6a70506a9b9375a345eb2f2460e87043dcdce37aa7258deafcb28ffe699c19eb968efc13815c764.mp3	Y broblem fawr yw bod Llundain yn rhy ddrud.	1	0			
893a2f6135b57bc68382bd6ea11720d520a728c14227c58fe5f9ac4946c0e95a09491d9a1b90eb04150ea297e340c4f4365c07479b2100aded9c86e2f19a7cec	783383be622cbc9f1a01807c0e2f30e47657cda714abbc64627366a451d9ad7919f5064408e2ebe00de872bf7afc3335762425045847d8cd6ceb5571ce578a23.mp3	Math gwahanol o ymchwil ydy hwn.	1	0			
893a2f6135b57bc68382bd6ea11720d520a728c14227c58fe5f9ac4946c0e95a09491d9a1b90eb04150ea297e340c4f4365c07479b2100aded9c86e2f19a7cec	21a2793177cb7ef82aadbe1f6ebe33082f3eda9d915baf1f0cead098c2609408eefb935b011dcf2af5dfcf2603e92f6759fa6ed9e9510a8af281a49dbc0daab3.mp3	Oni byddi gryf, bydd gyfrwys.	1	0			
893a2f6135b57bc68382bd6ea11720d520a728c14227c58fe5f9ac4946c0e95a09491d9a1b90eb04150ea297e340c4f4365c07479b2100aded9c86e2f19a7cec	c344f66d71cb6224eacf556d0bcc838ab8046bf9ca7536b696821af939fe643561e3c823d60a307a3984027445f3606032049ca72c208eef399048ab3072bbdc.mp3	Y broblem fawr yw bod Llundain yn rhy ddrud.	1	0			
41b68739d567828b2eb9f589df05ce8de3416f5fd51fd8a606b69e36cbeecc9e5484711d9280216703d6e91ea266fa17b6ee730be7f60cb88c9fff098fae2eae	243541cbcf41ac91115aa229703d7d561c9fb41e566fa3525199ba7933cb0f6e9b674d8fa0f7e8f00763cbd4017ce645e0821bb2230147587f5aff5a9daaa5a8.mp3	Cafodd ei garcharu am naw mis yn Llys y Goron Yr Wyddgrug ddydd Iau.	1	0			
