client_id	path	sentence	up_votes	down_votes	age	gender	accent
5e1109f11e838d32f6df48dba4171a0c4ff1009413522f8d8025c44fbd0a4ab97ea2fdef2453b74d8c9a37ea25282a2b850347533f50eb7d77c2c393e712986c	1003707731b515f175802b6160bffb8f136ac93193e01ea037a7414426d06608480444ffb3793c291349fae5f62f01a5415811d67a72d7493deb1e9a71ad76c7.mp3	Ond i ddweud y gwir, beth sydd ar ôl yn y tŷ fyddai'n ddigon da i werthu?	2	0	fifties	female	
5e1109f11e838d32f6df48dba4171a0c4ff1009413522f8d8025c44fbd0a4ab97ea2fdef2453b74d8c9a37ea25282a2b850347533f50eb7d77c2c393e712986c	5454b4e44f21f9c764ee0b5bdd75c2b592a0e84bb25b365188348f93976944a2eead2f3ca16911110f631349cecf7e44605cd02b333742f8b9cf702e510d0a68.mp3	Mae'n well iddyn nhw fel hyn.	2	0	fifties	female	
5e1109f11e838d32f6df48dba4171a0c4ff1009413522f8d8025c44fbd0a4ab97ea2fdef2453b74d8c9a37ea25282a2b850347533f50eb7d77c2c393e712986c	26eff198a9a42155960a7b5438ecf89888d1a6280f8f562c278e9c56edcdef5d190842c067c1777adc6d6d4ad9d90ae8681cf910435e977138195b272bc0cbbf.mp3	Mae'n hwyr, oes llawer o'r rhestr ar ôl na wnaethon ni orffen neithiwr?	2	0	fifties	female	
811f01a176e7e19ba69ff63dfdc67e6336bb5b17f3242d752577a721f1c8c9fa4649f604dff386d9f03b727f6d7db0ca74ed42f217ece483f3d5ecef08943555	54acc910c071df31b5e55b07c70139ddec21e171ae21f1b3a515ae84319c7ed6f3c50909dc97b9f6d6d13c61c409aa2cad671eed88c8af93ecadc6595b305280.mp3	"i'r dde, ddyletswydd, hi, mae'n hwyr, dros, megis, milltir, adeg"	2	0	sixties	male	united_kingdom
a7debe6eafc06656fc563b2d3be93143096ec8cb56cba90f7bb368b65032a6d3b55ef09759537ec3a0e9d6f81bc5156d5546aae59b5088b48c1cd76237ed62bb	64c0268cc1185c92793b8ccdddb32ffaf4852a4fda20988bc867804065975e7c3e15cd593995eb56a3ba599c603cbfd8690d64b66f6283b00318eecf98efc8d4.mp3	Dydd Mawrth fyddai orau i dad felly fe welai i chi bryd hynny.	2	0	fourties	male	united_kingdom
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	7ea206bfa6a9d4868f7e28c431af696c97b429c360eaaae3789f85f08d01488a2663cab86d653d8283eb71839ac4b666ec47882b6e01576a2d4e7dbb4185a74e.mp3	Gair o gyngor, gwisga dy got achos mae'n rhy oer yn y tŷ.	2	0	thirties	male	united_kingdom
dcb22b36967a3ae6bb46b080ac5a0565b264320fb0c13c4ba9ec33142569132d03065c8ba6d983ad35b24df7fd08954b7bdf55bbcb348d2fef8b78b222350820	e4c8f5bea7f1ffc003092f937c8cdc568d0d301129180970c8bb3dee79e7def31ba6336bc7d3c6a8e66fcaead2473256025f5c0cd94942deb8f643deee6b2182.mp3	Mae'r ddau yn hen ffrindiau byth ers iddyn nhw fod yn fechgyn.	2	0	thirties	male	united_kingdom
da1085bfb7c8abee5e326c1b3669badad926f3ea9ae620d379b632755f6052c31a32fa177c493936d31a0b8ef4bb6493c3c214785392b28ca5cc1973f0ed9782	2de6ef0108063bb951e08dba0b54e54488f65dff590cd8bab4ff55d3449a624b3f8a263fb2fedde886111332bd1bcae48611096febf77672104f375c8358863c.mp3	"Wyt ti'n athro?"	2	0	sixties	female	united_kingdom
da1085bfb7c8abee5e326c1b3669badad926f3ea9ae620d379b632755f6052c31a32fa177c493936d31a0b8ef4bb6493c3c214785392b28ca5cc1973f0ed9782	4338dac25e223a1f3ffeac7cea324f3c07781326e737d1a231bc8d29cfc10dff198f7ac6a00cddacc830bf793b04fa6d354b6ee8b22148a388b9a97c0f18e8b3.mp3	"Pa mor hir mae'n rhaid i anifeiliaid dioddef?"	2	0	sixties	female	united_kingdom
4685788e4d95a6fe3a5cf39b9cf731741c582acc00bdaf47af7283ffcba360c471c67d6b199a84ba3919cf405818a944dfd3a525b166981410d2fb37f87fd5ce	adfdfda2dd48453edda1c778d365c1fe693ca502ab9601c608580f8b197e762cd01b233392a824cbea46bc35464fbc1954144b9f5af8b01bcd2469592fe81be0.mp3	Dydy e ddim yn foddhaol.	2	0	fourties	male	united_kingdom
